,date,dayNum,dayOfWeek,yearFreq,seasonal,weekly,forecast,low80,low95,high80,high95
123,2015-05-04,2487,Monday,0.336986301369863,1.01366857664155,1.1096541673480902,687830715.6016059,684593622.032659,682886179.6946312,691083115.7326307,692811053.1341832
124,2015-05-05,2488,Tuesday,0.33972602739726,1.01494284445289,1.10731261529045,687872641.4076017,684570369.4034123,682828674.4159825,691190843.1114607,692953867.530196
125,2015-05-06,2489,Wednesday,0.342465753424658,1.01657617360164,1.0971523185529999,687914326.3983961,684546097.2262933,682769745.426182,691299128.549003,693097671.1171831
126,2015-05-07,2490,Thursday,0.34520547945205504,1.0182507873362,1.08868750759918,687955772.3523948,684520804.3415163,682709390.2027166,691407977.2465979,693242471.1083165
127,2015-05-08,2491,Friday,0.34794520547945196,1.0196469382720401,1.03860556881176,687996981.0695735,684494489.6269144,682647606.2721933,691517394.4188313,693388274.7288424
128,2015-05-09,2492,Saturday,0.350684931506849,1.02050658253121,0.8047000320129621,688037954.3712583,684467151.9976122,682584391.2099664,691627385.2934792,693535089.2161934
129,2015-05-10,2493,Sunday,0.35342465753424707,1.02131383881553,0.7970950337822421,688078694.0998967,684438790.4056714,682519742.6397228,691737955.1115173,693682921.8200891
130,2015-05-11,2494,Monday,0.356164383561644,1.0221277799655,1.10975824751761,688119202.1188487,684409403.8397279,682453658.2331136,691849109.1270328,693831779.8025979
131,2015-05-12,2495,Tuesday,0.358904109589041,1.02280049156351,1.1073869595231398,688159480.3121526,684378991.3246645,682386135.7093538,691960852.6072277,693981670.4382674
132,2015-05-13,2496,Wednesday,0.36164383561643804,1.0231837091890301,1.0972239939989799,688199530.5843146,684347551.9212863,682317172.8348285,692073190.8323554,694132601.0141699
133,2015-05-14,2497,Thursday,0.36438356164383595,1.02312913030395,1.08878522713145,688239354.8600862,684315084.7259231,682246767.4227254,692186129.0956954,694284578.8300241
134,2015-05-15,2498,Friday,0.367123287671233,1.0225328218072,1.03869564460246,688278955.0842308,684281588.8701609,682174917.3326497,692299672.7034916,694437611.198236
135,2015-05-16,2499,Saturday,0.36986301369863006,1.0217325202821,0.8045379138965709,688318333.2213002,684247063.5204421,682101620.4702494,692413826.9749268,694591705.4439973
